	Y	N
NB15022602	0	1
NB15022603	0	1
NB15022604	0	1
NB15022605	0	1
NB15022701	0	1
NB15022703	0	1
NB15030202	0	1
NB15030203	0	1
NB15030204	0	1
NB15030301	0	1
NB15030302	0	1
NB15030303	0	1
NB15030304	0	1
NB15030501	0	1
NB15030503	0	1
NB15030504	0	1
NB15030602	0	1
NB15030603	0	1
NB15030604	0	1
NB15030901	0	1
NB15030905	0	1
NB15030906	0	1
NB15031101	0	1
NB15031201	0	1
NB15031301	0	1
NB15031302	0	1
NB15031303	0	1
NB15031304	0	1
NB15031601	0	1
NB15031602	0	1
NB15031603	0	1
NB15031604	0	1
NB15031605	0	1
NB15031702	0	1
NB15031703	0	1
NB15031704	0	1
NB15031801	0	1
NB15031802	0	1
NB15031901	0	1
NB15032001	0	1
NB15032002	0	1
NB15032003	0	1
NB15032004	0	1
NB15032301	0	1
NB15032401	0	1
NB15032402	0	1
NB15032403	0	1
NB15032501	0	1
NB15032502	0	1
NB15032503	0	1
NB15032504	0	1
NB15032601	0	1
NB15032602	0	1
NB15032603	0	1
NB15032701	0	1
NB15032702	0	1
NB15032704	0	1
NB15032705	0	1
NB15033001	0	1
NB15033002	0	1
NB15033003	0	1
NB15033004	0	1
NB15033005	0	1
NB15033101	0	1
NB15033102	0	1
NB15033103	0	1
NB15040101	0	1
NB15040102	0	1
NB15040201	0	1
NB15040202	0	1
NB15040302	0	1
NB15040601	0	1
NB15040602	0	1
NB15040603	0	1
NB15040701	0	1
NB15040702	0	1
NB15040703	0	1
NB15040801	0	1
NB15040802	0	1
NB15040803	0	1
NB15040804	0	1
NB15041001	0	1
NB15041002	0	1
NB15041003	0	1
NB15041004	0	1
NB15041005	0	1
NB15041301	0	1
NB15041302	0	1
NB15041303	0	1
NB15041401	0	1
NB15041402	0	1
NB15041403	0	1
NB15041405	0	1
NB15041501	0	1
NB15041601	0	1
NB15041701	0	1
NB15041702	0	1
NB15041703	0	1
NB15041704	0	1
NB15041705	0	1
NB15042001	0	1
NB15042103	0	1
NB15042201	0	1
NB15042202	0	1
NB15042301	0	1
NB15042401	0	1
NB15042402	0	1
NB15042403	0	1
NB15042404	0	1
NB15042405	0	1
NB15042406	0	1
NB15042407	0	1
NB15042701	0	1
NB15042702	0	1
NB15042703	0	1
NB15042801	0	1
NB15042802	0	1
NB15043001	0	1
NB15043002	0	1
NB15050101	0	1
NB15050102	0	1
NB15050103	0	1
NB15050104	0	1
NB15050801	0	1
NB15050802	0	1
NB15050803	0	1
NB15050804	0	1
NB15050805	0	1
NB15050806	0	1
NB15051101	0	1
NB15051102	0	1
NB15051103	0	1
NB15051104	0	1
NB15051201	0	1
NB15051202	0	1
NB15051204	0	1
NB15051205	0	1
NB15051401	0	1
NB15051501	0	1
NB15051502	0	1
NB15051503	0	1
NB15051801	0	1
NB15051802	0	1
NB15051803	0	1
NB15051804	0	1
NB15051805	0	1
NB15051901	0	1
NB15051902	0	1
NB15052001	0	1
NB15052002	0	1
NB15052101	0	1
NB15052201	0	1
NB15052202	0	1
NB15052203	0	1
NB15052501	0	1
NB15052502	0	1
NB15052503	0	1
NB15052504	0	1
NB15052505	0	1
NB15052506	0	1
NB15052601	0	1
NB15052602	0	1
NB15052603	0	1
NB15052604	0	1
NB15052702	0	1
NB15052704	0	1
NB15052801	0	1
NB15052802	0	1
NB15052901	0	1
NB15052902	0	1
NB15052903	0	1
NB15052904	0	1
NB15060101	0	1
NB15060102	0	1
NB15060201	0	1
NB15060202	0	1
NB15060203	0	1
NB15060301	0	1
NB15060302	0	1
NB15060303	0	1
NB15060305	0	1
NB15060401	0	1
NB15060402	0	1
NB15060403	0	1
NB15060502	0	1
NB15060503	0	1
NB15060504	0	1
NB15060802	0	1
NB15060903	0	1
NB15060904	0	1
NB15061001	0	1
NB15061005	0	1
NB15061101	0	1
NB15061201	0	1
NB15061202	0	1
NB15061203	0	1
NB15061501	0	1
NB15061502	0	1
NB15061503	0	1
NB15061504	0	1
NB15061505	0	1
NB15061601	0	1
NB15061602	0	1
NB15061603	0	1
NB15061604	0	1
NB15061701	0	1
NB15061703	0	1
NB15061801	0	1
NB15061802	0	1
NB15061901	0	1
NB15061902	0	1
NB15061904	0	1
NB15061905	0	1
NB15062201	0	1
NB15062202	0	1
NB15062203	0	1
NB15062301	0	1
NB15062302	0	1
NB15062401	0	1
NB15062501	0	1
NB15062502	0	1
NB15062601	0	1
NB15062901	0	1
NB15062902	0	1
NB15062903	0	1
NB15062904	0	1
NB15062905	0	1
NB15062906	0	1
NB15062907	0	1
NB15063002	0	1
NB15063003	0	1
NB15070102	0	1
NB15070104	0	1
NB15070105	0	1
NB15070201	0	1
NB15070202	0	1
NB15070203	0	1
NB15070301	0	1
NB15070302	0	1
NB15070601	0	1
NB15070602	0	1
NB15070603	0	1
NB15070604	0	1
NB15070702	0	1
NB15070703	0	1
NB15070704	0	1
NB15070801	0	1
NB15070802	0	1
NB15070803	0	1
NB15071001	0	1
NB15071002	0	1
NB15071003	0	1
NB15071301	0	1
NB15071302	0	1
NB15071303	0	1
NB15071304	0	1
NB15071305	0	1
NB15071306	0	1
NB15071401	0	1
NB15071402	0	1
NB15071403	0	1
NB15071501	0	1
NB15071603	0	1
NB15071703	0	1
NB15071704	0	1
NB15071705	0	1
NB15071706	0	1
NB15072101	0	1
NB15072102	0	1
NB15072103	0	1
NB15072202	0	1
NB15072203	0	1
NB15072204	0	1
NB15072301	0	1
NB15072302	0	1
NB15072401	0	1
NB15072402	0	1
NB15072702	0	1
NB15072703	0	1
NB15072706	0	1
NB15072802	0	1
NB15072901	0	1
NB15072903	0	1
NB15073001	0	1
NB15073003	0	1
NB15073101	0	1
NB15073102	0	1
NB15073104	0	1
NB15080302	0	1
NB15080303	0	1
NB15080304	0	1
NB15080401	0	1
NB15080402	0	1
NB15080403	0	1
NB15080404	0	1
NB15080501	0	1
NB15080601	0	1
NB15080701	0	1
NB15080702	0	1
NB15080703	0	1
NB15080704	0	1
NB15080705	0	1
NB15080706	0	1
NB15080707	0	1
NB15081001	0	1
NB15081002	0	1
NB15081005	0	1
NB15081006	0	1
NB15081101	0	1
NB15081102	0	1
NB15081103	0	1
NB15081104	0	1
NB15081202	0	1
NB15081203	0	1
NB15081301	0	1
NB15081302	0	1
NB15081401	0	1
NB15081402	0	1
NB15081403	0	1
NB15081404	0	1
NB15081405	0	1
NB15081406	0	1
NB15081702	0	1
NB15081704	0	1
NB15081705	0	1
NB15081706	0	1
NB15081707	0	1
NB15081801	0	1
NB15081901	0	1
NB15081903	0	1
NB15081904	0	1
NB15081905	0	1
NB15082001	0	1
NB15082002	0	1
NB15082101	0	1
NB15082102	0	1
NB15082103	0	1
NB15082105	0	1
NB15082106	0	1
NB15082401	0	1
NB15082403	0	1
NB15082404	0	1
NB15082405	0	1
NB15082406	0	1
NB15082501	0	1
NB15082502	0	1
NB15082503	0	1
NB15082504	0	1
NB15082601	0	1
NB15082602	0	1
NB15082701	0	1
NB15082802	0	1
NB15083101	0	1
NB15083102	0	1
NB15083103	0	1
NB15083105	0	1
NB15090102	0	1
NB15090202	0	1
NB15090301	0	1
NB15090401	0	1
NB15090402	0	1
NB15090403	0	1
NB15090405	0	1
NB15090406	0	1
NB15090407	0	1
NB15090701	0	1
NB15090702	0	1
NB15090703	0	1
NB15090705	0	1
NB15090706	0	1
NB15090707	0	1
NB15090803	0	1
NB15090804	0	1
NB15090805	0	1
NB15090903	0	1
NB15091001	0	1
NB15091003	0	1
NB15091101	0	1
NB15091102	0	1
NB15091103	0	1
NB15091401	0	1
NB15091403	0	1
NB15091404	0	1
NB15091601	0	1
NB15091802	0	1
NB15091803	0	1
NB15092501	0	1
NB15092504	0	1
NB15092505	0	1
NB15092801	0	1
NB15092802	0	1
NB15092803	0	1
NB15092804	0	1
NB15092805	0	1
NB15092901	0	1
NB15092902	0	1
NB15093001	0	1
NB15100101	0	1
NB15100104	0	1
NB15100105	0	1
NB15100201	0	1
NB15100202	0	1
NB15100203	0	1
NB15100205	0	1
NB15100503	0	1
NB15100504	0	1
NB15100505	0	1
NB15100506	0	1
NB15100507	0	1
NB15100602	0	1
NB15100603	0	1
NB15100701	0	1
NB15100702	0	1
NB15100703	0	1
NB15100801	0	1
NB15100901	0	1
NB15100902	0	1
NB15100903	0	1
NB15100904	0	1
NB15100906	0	1
NB15100907	0	1
NB15100909	0	1
NB15100911	0	1
NB15101301	0	1
NB15101302	0	1
NB15101303	0	1
NB15101401	0	1
NB15101402	0	1
NB15101501	0	1
NB15101502	0	1
NB15101503	0	1
NB15101504	0	1
NB15101601	0	1
NB15101602	0	1
NB15101603	0	1
NB15101901	0	1
NB15101904	0	1
NB15101905	0	1
NB15101906	0	1
NB15101907	0	1
NB15102001	0	1
NB15102003	0	1
NB15102005	0	1
NB15102101	0	1
NB15102102	0	1
NB15102103	0	1
NB15102104	0	1
NB15102201	0	1
NB15102202	0	1
NB15102301	0	1
NB15102302	0	1
NB15102303	0	1
NB15102304	0	1
NB15102305	0	1
NB15102306	0	1
NB15102307	0	1
NB15102602	0	1
NB15102606	0	1
NB15102607	0	1
NB15102608	0	1
NB15102701	0	1
NB15102702	0	1
NB15102703	0	1
NB15102705	0	1
NB15102706	0	1
NB15102801	0	1
NB15102802	0	1
NB15102803	0	1
NB15102901	0	1
NB15102902	0	1
NB15103001	0	1
NB15103002	0	1
NB15103004	0	1
NB15103005	0	1
NB15103006	0	1
NB15103007	0	1
NB15110201	0	1
NB15110202	0	1
NB15110203	0	1
NB15110401	0	1
NB15110402	0	1
NB15110404	0	1
NB15110406	0	1
NB15110407	0	1
NB15110502	0	1
NB15110503	0	1
NB15110601	0	1
NB15110602	0	1
NB15110603	0	1
NB15110604	0	1
NB15110606	0	1
NB15110607	0	1
NB15110608	0	1
NB15110901	0	1
NB15110902	0	1
NB15110903	0	1
NB15110904	0	1
NB15110905	0	1
NB15110906	0	1
NB15111001	0	1
NB15111003	0	1
NB15111005	0	1
NB15111006	0	1
NB15111201	0	1
NB15111301	0	1
NB15111302	0	1
NB15111303	0	1
NB15111304	0	1
NB15111305	0	1
NB15111306	0	1
NB15111601	0	1
NB15111602	0	1
NB15111603	0	1
NB15111605	0	1
NB15111701	0	1
NB15111702	0	1
NB15111703	0	1
NB15111704	0	1
NB15111705	0	1
NB15111706	0	1
NB15111801	0	1
NB15111802	0	1
NB15111901	0	1
NB15111902	0	1
NB15112001	0	1
NB15112002	0	1
NB15112003	0	1
NB15112006	0	1
NB15112007	0	1
NB15112008	0	1
NB15112403	0	1
NB15112404	0	1
NB15112502	0	1
NB15112503	0	1
NB15112701	0	1
NB15112702	0	1
NB15112703	0	1
NB15112704	0	1
NB15112705	0	1
NB15113002	0	1
NB15120101	0	1
NB15120102	0	1
NB15120103	0	1
NB15120105	0	1
NB15120106	0	1
NB15120107	0	1
NB15120109	0	1
NB15120110	0	1
NB15120111	0	1
NB15120201	0	1
NB15120203	0	1
NB15120205	0	1
NB15120301	0	1
NB15120302	0	1
NB15120401	0	1
NB15120402	0	1
NB15120403	0	1
NB15120404	0	1
NB15120406	0	1
NB15120408	0	1
NB15120409	0	1
NB15120410	0	1
NB15120701	0	1
NB15120702	0	1
NB15120703	0	1
NB15120704	0	1
NB15120802	0	1
NB15120804	0	1
NB15120805	0	1
NB15120901	0	1
NB15120902	0	1
NB15120903	0	1
NB15121001	0	1
NB15121101	0	1
NB15121102	0	1
NB15121103	0	1
NB15121105	0	1
NB15121107	0	1
NB15121108	0	1
NB15121109	0	1
NB15121110	0	1
NB15121111	0	1
NB15121402	0	1
NB15121403	0	1
NB15121502	0	1
NB15121503	0	1
NB15121504	0	1
NB15121505	0	1
NB15121506	0	1
NB15121601	0	1
NB15121603	0	1
NB15121604	0	1
NB15121702	0	1
NB15121703	0	1
NB15121801	0	1
NB15121803	0	1
NB15121804	0	1
NB15121805	0	1
NB15122101	0	1
NB15122102	0	1
NB15122103	0	1
NB15122104	0	1
NB15122201	0	1
NB15122202	0	1
NB15122203	0	1
NB15122204	0	1
NB15122205	0	1
NB15122206	0	1
NB15122401	0	1
NB15122402	0	1
NB15122403	0	1
NB15122404	0	1
NB15122503	0	1
NB15122504	0	1
NB15122505	0	1
NB15122506	0	1
NB15122507	0	1
NB15122508	0	1
NB15122901	0	1
NB16010402	0	1
NB16010403	0	1
NB16010404	0	1
NB16010405	0	1
NB16010501	0	1
NB16010502	0	1
NB16010503	0	1
NB16010504	0	1
NB16010505	0	1
NB16010507	0	1
NB16010601	0	1
NB16010604	0	1
NB16010606	0	1
NB16010607	0	1
NB16010701	0	1
NB16010801	0	1
NB16010802	0	1
NB16010803	0	1
NB16010804	0	1
NB16010805	0	1
NB16010806	0	1
NB16011101	0	1
NB16011204	0	1
NB16011205	0	1
NB16011206	0	1
NB16011301	0	1
NB16011401	0	1
NB16011402	0	1
NB16011403	0	1
NB16011501	0	1
NB16011502	0	1
NB16011503	0	1
NB16011504	0	1
NB16011505	0	1
NB16011506	0	1
NB16011507	0	1
NB16011801	0	1
NB16011802	0	1
NB16011804	0	1
NB16011805	0	1
NB16011903	0	1
NB16011906	0	1
NB16011907	0	1
NB16012001	0	1
NB16012102	0	1
NB16012103	0	1
NB16012203	0	1
NB16012204	0	1
NB16012205	0	1
NB16012206	0	1
NB16012207	0	1
NB16012501	0	1
NB16012502	0	1
NB16012503	0	1
NB16012504	0	1
NB16012601	0	1
NB16012604	0	1
NB16012606	0	1
NB16012607	0	1
NB16012608	0	1
NB16012609	0	1
NB16012611	0	1
NB16012612	0	1
NB16012613	0	1
NB16012801	0	1
NB16012902	0	1
NB16012903	0	1
NB16012904	0	1
NB16012905	0	1
NB16012906	0	1
NB16020101	0	1
NB16020102	0	1
NB16020103	0	1
NB16020104	0	1
NB16020106	0	1
NB16020107	0	1
NB16020201	0	1
NB16020302	0	1
NB16020303	0	1
NB16020305	0	1
NB16020308	0	1
NB16020309	0	1
NB16020401	0	1
NB16020402	0	1
NB16020403	0	1
NB16020501	0	1
NB16020503	0	1
NB16020504	0	1
NB16020803	0	1
NB16020804	0	1
NB16020805	0	1
NB16020806	0	1
NB16020807	0	1
NB16020808	0	1
NB16020809	0	1
NB16020902	0	1
NB16020903	0	1
NB16020905	0	1
NB16021001	0	1
NB16021002	0	1
NB16021003	0	1
NB16021004	0	1
NB16021201	0	1
NB16021202	0	1
NB16021203	0	1
NB16021205	0	1
NB16021207	0	1
NB16021501	0	1
NB16021502	0	1
NB16021503	0	1
NB16021504	0	1
NB16021505	0	1
NB16021603	0	1
NB16021606	0	1
NB16021607	0	1
NB16021702	0	1
NB16021704	0	1
NB16021801	0	1
NB16021901	0	1
NB16021902	0	1
NB16021904	0	1
NB16022201	0	1
NB16022202	0	1
NB16022203	0	1
NB16022204	0	1
NB16022205	0	1
NB16022301	0	1
NB16022302	0	1
NB16022303	0	1
NB16022304	0	1
NB16022305	0	1
NB16022309	0	1
NB16022310	0	1
NB16022311	0	1
NB16022401	0	1
NB16022404	0	1
NB16022406	0	1
NB16022407	0	1
NB16022501	0	1
NB16022502	0	1
NB16022504	0	1
NB16022602	0	1
NB16022604	0	1
NB16022605	0	1
NB16022901	0	1
NB16022902	0	1
NB16022903	0	1
NB16022904	0	1
NB16022906	0	1
NB16030102	0	1
NB16030201	0	1
NB16030202	0	1
NB16030203	0	1
NB16030301	0	1
NB16030302	0	1
NB16030401	0	1
NB16030402	0	1
NB16030405	0	1
NB16030406	0	1
XA0001	0	1
XA0002	0	1
XA0003	0	1
XA0004	0	1
XA0005	0	1
XA0006	0	1
XA0007	0	1
XA0008	0	1
XA0009	0	1
XA0010	0	1
XA0011	0	1
XA0012	0	1
XA0013	0	1
XA0014	0	1
XA0015	0	1
XA0016	0	1
XA0017	0	1
XA0018	0	1
XA0019	0	1
XA0020	0	1
XA0021	0	1
XA0022	0	1
XA0023	0	1
XA0024	0	1
XA0025	0	1
XA0026	0	1
XA0027	0	1
XA0028	0	1
XA0029	0	1
XA0030	0	1
XA0031	0	1
XA0032	0	1
XA0033	0	1
XA0034	0	1
XA0035	0	1
XA0036	0	1
XA0037	0	1
XA0038	0	1
XA0039	0	1
XA0040	0	1
XA0041	0	1
XA0042	0	1
XA0043	0	1
XA0044	0	1
XA0045	0	1
XA0046	0	1
XA0047	0	1
XA0048	0	1
XA0049	0	1
XA0050	0	1
XA0051	0	1
XA0052	0	1
XA0053	0	1
XA0054	0	1
XA0055	0	1
XA0056	0	1
XA0057	0	1
XA0058	0	1
XA0059	0	1
XA0060	0	1
XA0061	0	1
XA0062	0	1
XA0063	0	1
XA0064	0	1
XA0065	0	1
XA0066	0	1
XA0067	0	1
XA0068	0	1
XA0069	0	1
XA0070	0	1
XA0071	0	1
XA0072	0	1
XA0073	0	1
XA0074	0	1
XA0075	0	1
XA0076	0	1
XA0077	0	1
XA0079	0	1
XA0080	0	1
XA0081	0	1
XA0082	0	1
XA0083	0	1
XA0084	0	1
XA0085	0	1
XA0086	0	1
XA0087	0	1
XA0088	0	1
XA0089	0	1
XA0090	0	1
XA0091	0	1
XA0092	0	1
XA0093	0	1
XA0094	0	1
XA0095	0	1
XA0096	0	1
XA0097	0	1
XA0098	0	1
XA0099	0	1
XA0100	0	1
XA0101	0	1
XA0102	0	1
XA0103	0	1
XA0104	0	1
XA0106	0	1
XA0107	0	1
XA0108	0	1
XA0109	0	1
XA0110	0	1
XA0111	0	1
XA0113	0	1
XA0114	0	1
XA0115	0	1
XA0116	0	1
XA0117	0	1
XA0118	0	1
XA0119	0	1
XA0120	0	1
XA0121	0	1
XA0122	0	1
XA0123	0	1
XA0124	0	1
XA0125	0	1
XA0127	0	1
XA0128	0	1
XA0129	0	1
XA0130	0	1
XA0131	0	1
XA0132	0	1
XA0133	0	1
XA0134	0	1
XA0135	0	1
XA0137	0	1
XA0139	0	1
XA0140	0	1
XA0141	0	1
XA0142	0	1
XA0143	0	1
XA0144	0	1
XA0145	0	1
XA0146	0	1
XA0147	0	1
XA0148	0	1
XA0149	0	1
XA0150	0	1
XA0151	0	1
XA0152	0	1
XA0153	0	1
XA0154	0	1
XA0156	0	1
XA0157	0	1
XA0158	0	1
XA0159	0	1
XA0160	0	1
XA0163	0	1
XA0164	0	1
XA0165	0	1
XA0166	0	1
XA0167	0	1
XA0168	0	1
XA0169	0	1
XA0170	0	1
XA0171	0	1
XA0172	0	1
XA0173	0	1
XA0174	0	1
XA0177	0	1
XA0178	0	1
XA0179	0	1
XA0180	0	1
XA0181	0	1
XA0182	0	1
XA0184	0	1
XA0185	0	1
XA0186	0	1
XA0187	0	1
XA0188	0	1
XA0190	0	1
XA0191	0	1
XA0192	0	1
XA0193	0	1
XA0194	0	1
XA0195	0	1
XA0196	0	1
XA0198	0	1
XA0199	0	1
XA0200	0	1
XA0201	0	1
XA0202	0	1
XA0203	0	1
XA0204	0	1
XA0205	0	1
XA0206	0	1
XA0207	0	1
XA0208	0	1
XA0209	0	1
XA0210	0	1
XA0211	0	1
XA0213	0	1
XA0214	0	1
XA0215	0	1
XA0216	0	1
XA0217	0	1
XA0218	0	1
XA0219	0	1
XA0220	0	1
XA0222	0	1
XA0223	0	1
XA0224	0	1
XA0225	0	1
XA0226	0	1
XA0227	0	1
XA0228	0	1
XA0229	0	1
XA0231	0	1
XA0232	0	1
XA0233	0	1
XA0234	0	1
XA0235	0	1
XA0236	0	1
XA0237	0	1
XA0238	0	1
XA0239	0	1
XA0240	0	1
XA0241	0	1
XA0242	0	1
XA0243	0	1
XA0244	0	1
XA0245	0	1
XA0246	0	1
XA0247	0	1
XA0248	0	1
XA0249	0	1
XA0250	0	1
XA0251	0	1
XA0252	0	1
XA0253	0	1
XA0254	0	1
XA0255	0	1
XA0256	0	1
XA0257	0	1
XA0258	0	1
XA0259	0	1
XA0260	0	1
XA0261	0	1
XA0262	0	1
XA0263	0	1
XA0264	0	1
XA0265	0	1
XA0266	0	1
XA0267	0	1
XA0268	0	1
XA0269	0	1
XA0270	0	1
XA0271	0	1
XA0272	0	1
XA0273	0	1
XA0274	0	1
XA0275	0	1
XA0276	0	1
XA0277	0	1
XA0278	0	1
XA0279	0	1
XA0280	0	1
XA0281	0	1
XA0282	0	1
XA0283	0	1
XA0284	0	1
XA0285	0	1
XA0286	0	1
XA0287	0	1
XA0288	0	1
XA0289	0	1
XA0290	0	1
XA0291	0	1
XA0292	0	1
XA0293	0	1
XA0294	0	1
XA0295	0	1
XA0296	0	1
XA0297	0	1
XA0298	0	1
XA0299	0	1
XA0300	0	1
XA0301	0	1
XA0302	0	1
XA0303	0	1
XA0304	0	1
XA0305	0	1
XA0306	0	1
XA0307	0	1
XA0308	0	1
XA0309	0	1
XA0310	0	1
XA0311	0	1
XA0312	0	1
XA0313	0	1
XA0314	0	1
XA0315	0	1
XA0316	0	1
XA0317	0	1
XA0318	0	1
XA0319	0	1
XA0320	0	1
XA0321	0	1
XA0322	0	1
XA0323	0	1
XA0324	0	1
XA0325	0	1
XA0326	0	1
XA0327	0	1
XA0328	0	1
XA0329	0	1
XA0330	0	1
XA0331	0	1
XA0332	0	1
XA0333	0	1
XA0334	0	1
XA0335	0	1
XA0336	0	1
XA0337	0	1
XA0338	0	1
XA0339	0	1
XA0340	0	1
XA0341	0	1
XA0342	0	1
XA0343	0	1
XA0344	0	1
XA0345	0	1
XA0346	0	1
XA0347	0	1
XA0348	0	1
XA0349	0	1
XA0350	0	1
XA0351	0	1
XA0352	0	1
XA0353	0	1
XA0354	0	1
XA0355	0	1
XA0356	0	1
XA0357	0	1
XA0358	0	1
XA0359	0	1
XA0360	0	1
XA0361	0	1
XA0362	0	1
XA0363	0	1
XA0364	0	1
XA0365	0	1
XA0366	0	1
XA0367	0	1
XA0368	0	1
XA0369	0	1
XA0370	0	1
XA0371	0	1
XA0372	0	1
XA0373	0	1
XA0374	0	1
XA0375	0	1
XA0376	0	1
XA0377	0	1
XA0378	0	1
XA0379	0	1
XA0380	0	1
XA0381	0	1
XA0382	0	1
XA0383	0	1
XA0384	0	1
XA0385	0	1
XA0386	0	1
XA0387	0	1
XA0388	0	1
XA0389	0	1
XA0390	0	1
XA0391	0	1
XA0392	0	1
XA0393	0	1
XA0394	0	1
XA0395	0	1
XA0396	0	1
XA0397	0	1
XA0398	0	1
XA0399	0	1
XA0400	0	1
XA0401	0	1
XA0402	0	1
XA0403	0	1
XA0404	0	1
XA0405	0	1
XA0406	0	1
XA0407	0	1
XA0408	0	1
XA0409	0	1
XA0410	0	1
XA0411	0	1
XA0412	0	1
XA0413	0	1
XA0414	0	1
XA0415	0	1
XA0416	0	1
XA0417	0	1
XA0418	0	1
XA0419	0	1
XA0420	0	1
XA0421	0	1
XA0422	0	1
XA0423	0	1
XA0424	0	1
XA0425	0	1
XA0426	0	1
XA0427	0	1
XA0428	0	1
XA0429	0	1
XA0430	0	1
XA0431	0	1
XA0432	0	1
XA0433	0	1
XA0434	0	1
XA0435	0	1
XA0436	0	1
XA0437	0	1
XA0438	0	1
XA0439	0	1
XA0440	0	1
XA0441	0	1
XA0442	0	1
XA0443	0	1
XA0444	0	1
XA0445	0	1
XA0446	0	1
XA0447	0	1
XA0448	0	1
XA0449	0	1
XA0450	0	1
XA0451	0	1
XA0452	0	1
XA0453	0	1
XA0454	0	1
XA0455	0	1
XA0456	0	1
XA0457	0	1
XA0458	0	1
XA0459	0	1
XA0460	0	1
XA0461	0	1
XA0462	0	1
XA0463	0	1
XA0464	0	1
XA0465	0	1
XA0466	0	1
XA0467	0	1
XA0468	0	1
XA0469	0	1
XA0470	0	1
XA0471	0	1
XA0472	0	1
XA0473	0	1
XA0474	0	1
XA0475	0	1
XA0476	0	1
XA0477	0	1
XA0478	0	1
XA0479	0	1
XA0480	0	1
XA0481	0	1
XA0482	0	1
XA0483	0	1
XA0484	0	1
XA0485	0	1
XA0486	0	1
XA0487	0	1
XA0488	0	1
XA0489	0	1
XA0490	0	1
XA0491	0	1
XA0492	0	1
XA0493	0	1
XA0494	0	1
XA0495	0	1
XA0496	0	1
XA0497	0	1
XA0498	0	1
XA0499	0	1
XA0500	0	1
XA0501	0	1
XA0502	0	1
XA0503	0	1
XA0504	0	1
XA0505	0	1
XA0506	0	1
XA0507	0	1
XA0508	0	1
XA0509	0	1
XA0510	0	1
XA0511	0	1
XA0512	0	1
XA0513	0	1
XA0514	0	1
XA0515	0	1
XA0516	0	1
XA0517	0	1
XA0518	0	1
XA0519	0	1
XA0520	0	1
XA0521	0	1
XA0522	0	1
XA0523	0	1
XA0524	0	1
XA0525	0	1
XA0526	0	1
XA0527	0	1
XA0528	0	1
XA0529	0	1
XA0530	0	1
XA0531	0	1
XA0532	0	1
XA0533	0	1
XA0534	0	1
XA0535	0	1
XA0536	0	1
XA0537	0	1
XA0538	0	1
XA0539	0	1
XA0540	0	1
XA0541	0	1
XA0542	0	1
XA0543	0	1
XA0544	0	1
XA0545	0	1
XA0546	0	1
XA0547	0	1
XA0548	0	1
XA0549	0	1
XA0550	0	1
XA0551	0	1
XA0552	0	1
XA0553	0	1
XA0554	0	1
XA0555	0	1
XA0556	0	1
XA0557	0	1
XA0558	0	1
XA0559	0	1
XA0560	0	1
XA0561	0	1
XA0562	0	1
XA0563	0	1
XA0564	0	1
XA0565	0	1
XA0566	0	1
XA0567	0	1
XA0568	0	1
XA0569	0	1
XA0570	0	1
XA0571	0	1
XA0572	0	1
XA0573	0	1
XA0574	0	1
XA0575	0	1
XA0576	0	1
XA0577	0	1
XA0578	0	1
XA0579	0	1
XA0580	0	1
XA0581	0	1
XA0582	0	1
XA0583	0	1
XA0584	0	1
XA0585	0	1
XA0586	0	1
XA0587	0	1
XA0588	0	1
XA0589	0	1
XA0590	0	1
XA0591	0	1
XA0592	0	1
XA0593	0	1
XA0594	0	1
XA0595	0	1
XA0596	0	1
XA0597	0	1
XA0598	0	1
XA0599	0	1
XA0600	0	1
XA0601	0	1
XA0602	0	1
XA0603	0	1
XA0604	0	1
XA0605	0	1
XA0606	0	1
XA0607	0	1
XA0608	0	1
XA0609	0	1
XA0610	0	1
XA0611	0	1
XA0612	0	1
XA0613	0	1
XA0614	0	1
XA0615	0	1
XA0616	0	1
XA0617	0	1
XA0618	0	1
XA0619	0	1
XA0620	0	1
XA0621	0	1
XA0622	0	1
XA0623	0	1
XA0624	0	1
XA0625	0	1
XA0626	0	1
XA0627	0	1
XA0628	0	1
XA0629	0	1
XA0630	0	1
XA0631	0	1
XA0632	0	1
XA0633	0	1
XA0634	0	1
XA0635	0	1
XA0636	0	1
XA0637	0	1
XA0638	0	1
XA0639	0	1
XA0640	0	1
XA0641	0	1
XA0643	0	1
XA0644	0	1
XA0645	0	1
XA0646	0	1
XA0647	0	1
XA0648	0	1
XA0649	0	1
XA0650	0	1
XA0651	0	1
XA0652	0	1
XA0653	0	1
XA0654	0	1
XA0655	0	1
XA0656	0	1
XA0657	0	1
XA0658	0	1
XA0659	0	1
XA0660	0	1
XA0661	0	1
XA0662	0	1
XA0663	0	1
XA0664	0	1
XA0665	0	1
XA0666	0	1
XA0667	0	1
XA0668	0	1
XA0669	0	1
XA0670	0	1
XA0671	0	1
XA0672	0	1
XA0673	0	1
XA0674	0	1
XA0675	0	1
XA0676	0	1
XA0677	0	1
XA0678	0	1
XA0679	0	1
XA0680	0	1
XA0681	0	1
XA0682	0	1
XA0683	0	1
XA0684	0	1
XA0685	0	1
XA0686	0	1
XA0687	0	1
XA0688	0	1
XA0689	0	1
XA0690	0	1
XA0691	0	1
XA0692	0	1
XA0693	0	1
XA0694	0	1
XA0695	0	1
XA0696	0	1
XA0697	0	1
XA0698	0	1
XA0699	0	1
XA0700	0	1
XA0701	0	1
XA0702	0	1
XA0703	0	1
XA0704	0	1
XA0705	0	1
XA0706	0	1
XA0707	0	1
XA0708	0	1
